dataset_id,dataset_role,pocket_id,source_bus,load_bus,scenario_id,architecture,load_interface,load_boundary_voltage_v,voltage_support_location,voltage_support_role,var_coordination_risk,voltage_kv,vdc_pp_kv,corridor_length_km,current_limit_kA,short_circuit_gva,useful_mw,corridor_transfer_mw,loss_mw,efficiency_to_load_boundary,efficiency_to_800v,voltage_min_pu,line_loading_pct,line_current_kA,source_q_mvar,q_margin_mvar,stability_margin_mw,binding_constraint,converged,max_transfer_mw,binding_constraint_at_limit,first_violation_mw
A,Full Texas Combined T&D,A-mpc-0008,110005,110065,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,24.757199999999997,2.0,3.0,544.1796875,551.8795104295125,14.784603351512601,0.9735500038312106,0.9735500038312106,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
A,Full Texas Combined T&D,A-mpc-0009,110005,111259,C0,C0/C1 Traditional 400 V AC,400 V AC facility distribution,400.0,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,138.0,,35.174268,2.0,3.0,438.359375,450.44851216960797,17.94131506629879,0.9606809381250507,0.9606809381250507,0.9669637723382433,99.43497486299823,1.9886994972599645,133.2009564120012,86.7990435879988,2278.3008110572464,none,True,438.359375,thermal_current_limit,440.8203125
A,Full Texas Combined T&D,A-mpc-0009,110005,111259,C2,MV SST,800 V DC data-center interface,800.0,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",138.0,,35.174268,2.0,3.0,462.96875,470.0190355329949,12.962967613298193,0.9727629675989975,0.9727629675989975,0.9837235424543281,99.94766961328608,1.9989533922657217,42.164956765691336,177.83504323430867,2258.7302876938593,none,True,462.96875,thermal_current_limit,465.4296875
A,Full Texas Combined T&D,A-mpc-0009,110005,111259,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,35.174268,2.0,3.0,544.1796875,551.8795104295125,14.999089967027999,0.9731765750571383,0.9731765750571383,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
A,Full Texas Combined T&D,A-mpc-0010,110005,111363,C0,C0/C1 Traditional 400 V AC,400 V AC facility distribution,400.0,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,138.0,,36.583524,2.0,3.0,438.359375,450.44851216960797,18.41925156418421,0.9596757586870233,0.9596757586870233,0.9649735367765438,99.64005719479925,1.9928011438959852,135.05223770183943,84.94776229816057,2173.1850120365343,none,True,438.359375,thermal_current_limit,440.8203125
A,Full Texas Combined T&D,A-mpc-0010,110005,111363,C2,MV SST,800 V DC data-center interface,800.0,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",138.0,,36.583524,2.0,3.0,460.5078125,467.52062182741116,13.329753639043307,0.9718685165727619,0.9718685165727619,0.9825379853295366,99.53635045233382,1.9907270090466764,43.49408610264117,176.50591389735882,2156.112902378731,none,True,460.5078125,thermal_current_limit,462.96875
A,Full Texas Combined T&D,A-mpc-0010,110005,111363,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,36.583524,2.0,3.0,544.1796875,551.8795104295125,15.305499417764395,0.9726436020548046,0.9726436020548046,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
A,Full Texas Combined T&D,A-mpc-0011,110005,111411,C0,C0/C1 Traditional 400 V AC,400 V AC facility distribution,400.0,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,138.0,,28.718352,2.0,3.0,438.359375,450.44851216960797,21.40391628046176,0.9534457911573346,0.9534457911573346,0.9643278937541859,99.7067688476442,1.994135376952884,125.72768351492212,94.27231648507788,2891.726554143389,none,True,438.359375,thermal_current_limit,440.8203125
A,Full Texas Combined T&D,A-mpc-0011,110005,111411,C2,MV SST,800 V DC data-center interface,800.0,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",138.0,,28.718352,2.0,3.0,458.046875,465.0222081218274,16.246111086862747,0.9657466764986327,0.9657466764986327,0.9779294669352715,99.47099270236464,1.989419854047293,34.09837358846496,185.90162641153503,2877.1528581911693,none,True,458.046875,thermal_current_limit,460.5078125
A,Full Texas Combined T&D,A-mpc-0011,110005,111411,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,28.718352,2.0,3.0,544.1796875,551.8795104295125,17.312481320087386,0.9691670119701444,0.9691670119701444,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
A,Full Texas Combined T&D,A-mpc-0015,110101,110009,C0,C0/C1 Traditional 400 V AC,400 V AC facility distribution,400.0,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,138.0,,52.009164000000006,2.0,3.0,421.1328125,438.6468730797133,19.64652557687204,0.9554277528919795,0.9554277528919795,0.9501307176810029,98.54529494013919,1.9709058988027837,149.6794586897209,70.32054131027911,1406.8309738627984,none,True,421.1328125,voltage_limit,423.59375
A,Full Texas Combined T&D,A-mpc-0015,110101,110009,C2,MV SST,800 V DC data-center interface,800.0,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",138.0,,52.009164000000006,2.0,3.0,450.6640625,463.4269670050761,15.051519124169507,0.9676808770888065,0.9676808770888065,0.9743087903208287,99.49814218058054,1.9899628436116108,61.78613975566423,158.21386024433576,1382.0508799374356,none,True,450.6640625,thermal_current_limit,453.125
A,Full Texas Combined T&D,A-mpc-0015,110101,110009,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,52.009164000000006,2.0,3.0,544.1796875,551.8795104295125,16.57709863832008,0.970437988361266,0.970437988361266,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
A,Full Texas Combined T&D,A-mpc-0016,110009,110105,C0,C0/C1 Traditional 400 V AC,400 V AC facility distribution,400.0,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,138.0,,43.667891999999995,2.0,3.0,428.515625,445.13328983252535,22.230168051711015,0.9506813632109468,0.9506813632109468,0.9515281966822441,99.85564639556947,1.9971129279113893,142.63846240825788,77.36153759174212,1752.8606046288792,none,True,428.515625,thermal_current_limit,430.9765625
A,Full Texas Combined T&D,A-mpc-0016,110009,110105,C2,MV SST,800 V DC data-center interface,800.0,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",138.0,,43.667891999999995,2.0,3.0,450.6640625,462.32696700507614,17.194371111194258,0.9632487738257095,0.9632487738257095,0.9723082833948384,99.46620102968818,1.9893240205937637,51.843526515557805,168.1564734844422,1735.6669274563285,none,True,450.6640625,thermal_current_limit,453.125
A,Full Texas Combined T&D,A-mpc-0016,110009,110105,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,43.667891999999995,2.0,3.0,544.1796875,551.8795104295125,18.032543529317763,0.9679257359870966,0.9679257359870966,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
A,Full Texas Combined T&D,A-mpc-0017,110009,110121,C0,C0/C1 Traditional 400 V AC,400 V AC facility distribution,400.0,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,138.0,,67.24436399999999,2.0,3.0,293.1640625,301.73898269763924,15.087945915340754,0.9510532113224347,0.9510532113224347,0.9502215715880258,67.7814337898911,1.355628675797822,98.34379118171633,121.65620881828367,1125.6187063422926,none,True,293.1640625,voltage_limit,295.625
A,Full Texas Combined T&D,A-mpc-0017,110009,110121,C2,MV SST,800 V DC data-center interface,800.0,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",138.0,,67.24436399999999,2.0,3.0,448.203125,455.5185532994924,22.03789571713423,0.9531348930735016,0.9531348930735016,0.9538254937639289,99.90044782490446,1.9980089564980892,80.53265302213958,139.46734697786042,971.8391357404396,none,True,448.203125,thermal_current_limit,450.6640625
A,Full Texas Combined T&D,A-mpc-0017,110009,110121,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,67.24436399999999,2.0,3.0,544.1796875,551.8795104295125,21.249842762049298,0.9624182296382698,0.9624182296382698,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
A,Full Texas Combined T&D,A-mpc-0021,110123,110013,C0,C0/C1 Traditional 400 V AC,400 V AC facility distribution,400.0,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,138.0,,35.021916,2.0,3.0,423.59375,450.57567866398404,18.389785235552946,0.9583926011502844,0.9583926011502844,0.9652997859397839,99.63450110368208,1.9926900220736417,133.21294313125335,86.78705686874665,2290.044223456733,none,True,423.59375,thermal_current_limit,426.0546875
A,Full Texas Combined T&D,A-mpc-0021,110123,110013,C2,MV SST,800 V DC data-center interface,800.0,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",138.0,,35.021916,2.0,3.0,445.7421875,467.83013959390865,13.498288686634478,0.9706073628380508,0.9706073628380508,0.9820543733608937,99.6512966409995,1.99302593281999,41.73371598074861,178.26628401925137,2272.7897625268083,none,True,445.7421875,thermal_current_limit,448.203125
A,Full Texas Combined T&D,A-mpc-0021,110123,110013,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,35.021916,2.0,3.0,544.1796875,551.8795104295125,15.565947450890121,0.9721910337858092,0.9721910337858092,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
A,Full Texas Combined T&D,A-mpc-0022,110132,110013,C0,C0/C1 Traditional 400 V AC,400 V AC facility distribution,400.0,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,138.0,,50.00954399999999,2.0,3.0,408.828125,435.4028451583601,20.16479576680922,0.9529950384011805,0.9529950384011805,0.9500959960818349,97.82007458705263,1.9564014917410526,145.83587944454587,74.16412055545413,1483.8660048035592,none,True,408.828125,voltage_limit,411.2890625
A,Full Texas Combined T&D,A-mpc-0022,110132,110013,C2,MV SST,800 V DC data-center interface,800.0,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",138.0,,50.00954399999999,2.0,3.0,440.8203125,462.8333121827411,15.916269726122437,0.96515218980589,0.96515218980589,0.9728005080151793,99.52475367412768,1.9904950734825537,59.44240376371999,160.55759623628,1456.4355377791783,none,True,440.8203125,thermal_current_limit,443.28125
A,Full Texas Combined T&D,A-mpc-0022,110132,110013,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,50.00954399999999,2.0,3.0,544.1796875,551.8795104295125,17.26651990247683,0.9692463504520582,0.9692463504520582,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
A,Full Texas Combined T&D,A-mpc-0026,110017,110137,C0,C0/C1 Traditional 400 V AC,400 V AC facility distribution,400.0,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,138.0,,34.355376,2.0,3.0,423.59375,449.475678663984,18.861200324353145,0.9573714785866301,0.9573714785866301,0.9648318686503674,99.43946334043449,1.9887892668086897,132.03549709286733,87.96450290713267,2344.315895615395,none,True,423.59375,thermal_current_limit,426.0546875
A,Full Texas Combined T&D,A-mpc-0026,110017,110137,C2,MV SST,800 V DC data-center interface,800.0,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",138.0,,34.355376,2.0,3.0,445.7421875,466.73013959390863,13.97691471922359,0.9695968371734995,0.9695968371734995,0.9811846546058774,99.5051113477098,1.990102226954196,40.819410839233186,179.18058916076683,2327.061434685471,none,True,445.7421875,thermal_current_limit,448.203125
A,Full Texas Combined T&D,A-mpc-0026,110017,110137,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,34.355376,2.0,3.0,544.1796875,551.8795104295125,15.90299784670026,0.9716059820045034,0.9716059820045034,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
A,Full Texas Combined T&D,A-mpc-0027,110017,110157,C0,C0/C1 Traditional 400 V AC,400 V AC facility distribution,400.0,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,138.0,,44.56296,2.0,3.0,428.515625,446.63328983252535,19.46821751867259,0.9565425899978498,0.9565425899978498,0.9564318584045675,99.67844885608369,1.9935689771216738,143.82496004067173,76.17503995932827,1707.2128640136284,none,True,428.515625,thermal_current_limit,430.9765625
A,Full Texas Combined T&D,A-mpc-0027,110017,110157,C2,MV SST,800 V DC data-center interface,800.0,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",138.0,,44.56296,2.0,3.0,453.125,466.32538071065994,14.56586919634226,0.9688557759928655,0.9688557759928655,0.9776779436008378,99.77541122740823,1.9955082245481646,53.2356215594336,166.7643784405664,1687.520773135494,none,True,453.125,thermal_current_limit,455.5859375
A,Full Texas Combined T&D,A-mpc-0027,110017,110157,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,44.56296,2.0,3.0,544.1796875,551.8795104295125,16.194086824899728,0.9711012763857315,0.9711012763857315,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
A,Full Texas Combined T&D,A-mpc-0028,110017,111409,C0,C0/C1 Traditional 400 V AC,400 V AC facility distribution,400.0,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,138.0,,74.08116,2.0,3.0,263.6328125,270.90331568639135,13.659481425867519,0.9507397727052621,0.9507397727052621,0.9502678062116082,60.85167249724004,1.2170334499448008,87.92731126774255,132.07268873225746,1024.7265043650225,none,True,263.6328125,voltage_limit,266.09375
A,Full Texas Combined T&D,A-mpc-0028,110017,111409,C2,MV SST,800 V DC data-center interface,800.0,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",138.0,,74.08116,2.0,3.0,423.59375,430.04441624365484,21.915076650933116,0.9508088833712286,0.9508088833712286,0.950211113388013,94.67242426392718,1.8934484852785438,79.67755824901305,140.32244175098697,865.585403807759,none,True,423.59375,voltage_limit,426.0546875
A,Full Texas Combined T&D,A-mpc-0028,110017,111409,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,74.08116,2.0,3.0,544.1796875,551.8795104295125,22.598044345289054,0.9601289128425787,0.9601289128425787,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
A,Full Texas Combined T&D,A-mpc-0032,110021,110053,C0,C0/C1 Traditional 400 V AC,400 V AC facility distribution,400.0,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,138.0,,51.190272,2.0,3.0,396.5234375,411.7088172370068,19.94933050990569,0.9520993158682797,0.9520993158682797,0.9500272851033205,92.50352964314902,1.8500705928629806,136.16466402297758,83.83533597702242,1463.291182762993,none,True,396.5234375,voltage_limit,398.984375
A,Full Texas Combined T&D,A-mpc-0032,110021,110053,C2,MV SST,800 V DC data-center interface,800.0,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",138.0,,51.190272,2.0,3.0,450.6640625,461.77696700507613,17.3135544460118,0.963003456107583,0.963003456107583,0.969825510973255,99.60220514096125,1.9920441028192248,60.94058099723855,159.05941900276144,1413.2230329949236,none,True,450.6640625,thermal_current_limit,453.125
A,Full Texas Combined T&D,A-mpc-0032,110021,110053,C3,Converted DC backbone,800 V DC data-center interface,800.0,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",138.0,276.0,51.190272,2.0,3.0,544.1796875,551.8795104295125,18.09382541946502,0.9678202422776109,0.9678202422776109,0.995,99.9781721792595,1.9995634435851901,0.0,480.0,inf,none,True,544.1796875,dc_current_limit,546.640625
